time,open,high,low,close,volume,FINANCIAL_PRODUCT,MARKET_PERCEPTION,LEADERSHIP,DIGITAL_BANKING,MACRO_REGULATION,SERVICE,FINANCIAL_FEE
2023-09-25,59.1,59.44,58.64,59.3,2210400,0.6871,0.0,0.8933,1.0,0.2,-1.0,0.0
2023-09-26,59.24,59.37,57.71,57.78,1663200,0.6871,0.0,0.72,1.0,0.2,-1.0,0.0
2023-09-27,58.17,59.1,57.78,58.31,1204900,0.6871,0.0,0.72,1.0,0.2,-1.0,0.0
2023-09-28,57.91,58.64,57.51,58.44,1065100,0.6871,0.0,0.72,1.0,0.2,-1.0,0.0
2023-09-29,58.64,58.64,57.84,58.11,449300,0.8,0.0,0.7333,1.0,0.0,-1.0,0.0
2023-10-02,57.84,57.91,57.44,57.44,765700,0.7333,0.0,0.6,1.0,0.0,-1.0,0.0
2023-10-03,57.44,57.58,56.98,57.31,882600,0.7333,0.0,0.7333,1.0,0.0,-1.0,0.0
2023-10-04,57.31,57.31,56.65,57.31,923800,0.7333,0.0,0.7333,1.0,0.0,-1.0,0.0
2023-10-05,57.11,57.11,56.12,56.12,890000,0.8,0.7714,0.7333,1.0,0.0,0.0,0.0
2023-10-06,56.12,56.71,55.45,56.71,800900,0.8,0.7714,0.7333,1.0,0.0,0.0,0.0
2023-10-09,56.71,56.71,55.78,56.18,1096100,0.8,0.7714,0.7333,1.0,0.0,0.0,0.0
2023-10-10,56.18,57.24,56.18,57.18,734100,0.8,0.7714,0.7333,1.0,0.0,1.0,0.0
2023-10-11,57.24,57.44,56.91,57.44,719400,0.8,0.7714,0.7333,1.0,0.0,1.0,0.0
2023-10-12,57.71,57.71,56.78,57.11,714100,0.8,0.7714,0.7333,1.0,0.0,1.0,0.0
2023-10-13,57.11,57.51,56.78,57.51,663100,0.8,0.7714,0.7333,1.0,0.0,1.0,0.0
2023-10-16,56.85,57.51,56.85,57.18,332300,0.8,0.7714,0.7333,1.0,0.0,1.0,0.0
2023-10-17,57.18,57.44,56.78,57.04,363400,0.8,0.7714,0.7333,1.0,0.0,1.0,0.0
2023-10-18,56.78,57.11,56.45,57.04,1147400,0.7333,0.7714,0.6,1.0,0.0,1.0,0.0
2023-10-19,56.78,57.11,55.85,56.12,1363600,0.7333,0.7714,0.4667,1.0,0.0,1.0,0.0
2023-10-20,55.45,56.65,54.92,56.31,938400,0.7333,0.7714,0.4667,1.0,0.0,1.0,0.0
2023-10-23,56.12,56.12,54.79,56.12,966600,1.0,0.7714,0.4667,1.0,0.0,1.0,0.0
2023-10-24,56.12,57.44,55.72,57.11,994000,1.0,0.7714,0.4667,1.0,0.0,1.0,0.0
2023-10-25,56.51,56.98,56.18,56.98,660100,1.0,0.7714,0.4667,1.0,0.0,1.0,0.0
2023-10-26,56.45,57.11,55.45,56.12,1420300,1.0,0.7714,0.4667,1.0,0.0,1.0,0.0
2023-10-27,56.18,56.45,55.65,56.45,773400,1.0,0.7714,0.4667,1.0,0.0,1.0,0.0
2023-10-30,55.45,57.11,55.45,57.04,592900,0.7796,0.7714,0.6,1.0,0.52,1.0,0.0
2023-10-31,57.04,57.71,56.38,57.64,1345300,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-01,57.64,58.31,57.18,58.31,1479100,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-02,58.44,59.1,57.51,59.1,1057500,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-03,59.1,59.37,58.51,59.04,1086600,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-06,59.04,59.63,58.77,59.44,774800,0.6694,0.7714,0.52,1.0,0.52,1.0,0.0
2023-11-07,59.1,59.3,58.64,58.64,413900,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-08,58.44,59.57,58.37,59.44,1270300,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-09,59.44,59.44,58.37,58.37,1166800,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-10,57.84,58.11,57.11,57.11,1352000,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-13,57.11,57.18,56.71,56.78,937700,0.6694,0.7714,0.6,1.0,0.52,1.0,0.0
2023-11-14,57.11,57.44,56.71,57.11,987500,0.6694,0.7714,0.4667,1.0,0.52,1.0,0.0
2023-11-15,57.44,58.24,57.44,58.24,4067800,0.6694,0.7714,0.4667,1.0,0.52,1.0,0.0
2023-11-16,57.78,58.44,57.58,58.44,1284800,0.3388,0.0,0.4667,1.0,0.52,0.0,0.0
2023-11-17,58.31,58.37,56.78,56.85,1588000,0.3388,0.0,0.4667,1.0,0.52,0.0,0.0
2023-11-20,56.85,57.78,56.45,57.18,1098400,0.3388,0.0,0.4667,1.0,0.52,0.0,0.0
2023-11-21,57.18,57.58,56.98,57.51,1151400,0.3388,0.0,0.4667,1.0,0.52,0.0,0.0
2023-11-22,57.31,57.58,56.78,57.58,1012700,0.3388,0.0,0.4667,1.0,0.52,0.0,0.0
2023-11-23,57.58,57.64,56.78,56.78,647200,0.3388,0.0,0.375,1.0,0.52,0.2,0.0
2023-11-24,56.78,57.11,56.45,57.11,734500,0.3388,0.0,0.375,1.0,0.52,0.2,0.0
2023-11-27,57.11,57.11,56.51,56.98,443000,0.3388,0.0,0.375,1.0,0.52,0.2,0.0
2023-11-28,56.78,57.04,56.31,56.98,779400,0.3388,0.0,0.375,1.0,0.52,0.2,0.0
2023-11-29,56.71,57.04,56.51,56.51,733100,0.3388,0.0,0.375,1.0,0.52,0.2,0.0
2023-11-30,56.51,56.71,56.25,56.25,927600,0.3388,0.0,0.4333,1.0,0.52,0.6,0.0
2023-12-01,56.38,56.45,55.85,56.45,714700,0.3388,0.0,0.4333,1.0,0.52,0.6,0.0
2023-12-04,56.71,57.24,56.31,57.11,888100,0.3388,0.0,0.4333,1.0,0.52,0.6,0.0
2023-12-05,57.11,57.18,56.31,56.71,992800,0.3388,0.0,0.4333,1.0,0.52,0.6,0.0
2023-12-06,56.65,57.11,56.45,57.04,638000,0.3388,0.0,0.4333,1.0,0.52,0.6,0.0
2023-12-07,56.91,57.11,56.45,56.58,992300,0.3388,0.0,0.4333,1.0,0.52,0.6,0.0
2023-12-08,56.58,56.78,56.45,56.45,1183000,0.1194,0.0,0.475,1.0,0.52,0.6,0.0
2023-12-11,56.45,56.65,55.85,55.92,1400000,-0.1,0.0,0.3,1.0,0.0,0.6,0.0
2023-12-12,56.25,56.25,55.78,55.92,1006400,-0.1,0.0,0.3,1.0,0.0,0.6,0.0
2023-12-13,55.92,56.12,55.58,55.58,1152900,-0.1,0.0,0.3,1.0,0.0,0.6,0.0
2023-12-14,55.78,56.12,55.78,56.05,840600,-0.1,0.0,0.3,1.0,0.0,0.6,0.0
2023-12-15,55.78,56.05,54.59,54.59,2530300,-0.1,0.0,0.3,1.0,0.0,0.6,0.0
2023-12-18,54.99,55.05,54.12,54.12,1804000,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-19,54.12,54.12,53.19,53.92,1961300,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-20,53.92,53.99,53.46,53.86,1872300,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-21,53.79,53.79,53.33,53.72,2030300,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-22,53.72,53.86,53.39,53.72,1579800,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-25,53.72,54.32,53.59,54.32,1301600,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-26,54.45,54.99,54.45,54.99,971200,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-27,55.05,55.25,54.79,54.92,899600,-0.1,0.0,0.35,1.0,0.0,0.6,0.0
2023-12-28,54.92,55.19,54.72,54.99,703200,-0.1,0.0,0.3889,1.0,0.0,0.6,0.0
2023-12-29,55.45,55.72,53.33,53.33,1621700,-0.1,0.0,0.3889,1.0,0.0,0.6,0.0
2024-01-02,55.05,55.52,54.59,55.45,1785800,-0.1,0.0,0.3417,1.0,0.0,0.6,0.0
2024-01-03,55.45,56.12,54.99,56.12,1373000,-0.1,0.0,0.3417,1.0,0.0,0.6,0.0
2024-01-04,56.12,57.24,55.78,57.04,2657900,-0.1,0.0,0.3417,1.0,0.0,0.6,0.0
2024-01-05,57.04,57.24,56.91,57.24,1180300,-0.1,0.0,0.4917,1.0,0.0,1.0,0.0
2024-01-08,57.31,57.64,57.31,57.64,1607800,-0.1,0.0,0.4917,1.0,0.0,1.0,0.0
2024-01-09,57.64,58.37,57.64,58.31,1926400,-0.1,0.0,0.4917,1.0,0.0,1.0,0.0
2024-01-10,58.31,59.44,57.91,59.44,1795400,-0.1,0.0,0.4917,1.0,0.0,1.0,0.0
2024-01-11,59.44,59.77,58.84,59.3,1489100,-0.1,0.0,0.4917,1.0,0.0,1.0,0.0
2024-01-12,58.51,59.44,58.04,58.9,1909500,-0.1,0.0,0.4917,1.0,0.0,0.0,0.0
2024-01-15,59.1,59.83,59.04,59.77,1914200,-0.1,0.0,0.4917,1.0,0.0,0.0,0.0
2024-01-16,59.1,59.83,59.04,59.77,1367200,-0.1,0.0,0.4917,1.0,0.0,0.0,0.0
2024-01-17,59.1,60.43,59.1,60.37,1578200,-0.1,0.0,0.4917,1.0,0.0,0.0,0.0
2024-01-18,60.37,60.56,59.77,60.5,1422900,-0.1,0.0,0.4917,1.0,0.0,0.0,0.0
2024-01-19,60.43,61.76,60.03,61.49,1472600,0.45,1.0,0.5933,1.0,0.5294,0.0,0.0
2024-01-22,62.09,62.09,61.1,61.1,1046300,1.0,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-01-23,61.16,61.36,60.03,60.76,1256900,1.0,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-01-24,60.83,61.1,60.37,60.5,744700,1.0,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-01-25,60.5,60.83,60.23,60.43,503300,1.0,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-01-26,60.83,61.1,60.7,61.1,953100,1.0,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-01-29,60.96,61.1,60.37,60.56,730500,1.0,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-01-30,60.56,60.56,59.83,60.43,888600,1.0,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-01-31,60.17,60.17,58.77,58.77,945600,0.6871,1.0,0.5667,1.0,0.5294,0.0,0.0
2024-02-01,58.44,59.9,58.44,59.63,598100,0.6871,1.0,0.5667,1.0,0.5294,0.0,0.0
2024-02-02,59.17,60.1,59.17,59.97,733000,0.6871,1.0,0.5667,1.0,0.5294,0.0,0.0
2024-02-05,59.9,60.17,59.37,59.77,1949000,0.6871,1.0,0.5667,1.0,0.5294,0.0,0.0
2024-02-06,59.97,60.17,59.17,59.44,1352300,0.6871,1.0,0.5667,1.0,0.5294,0.0,0.0
2024-02-07,59.77,60.3,59.3,59.77,1371400,0.6871,1.0,0.5667,1.0,0.5294,0.0,0.0
2024-02-15,59.77,60.23,59.17,59.7,1046700,0.6871,1.0,0.5667,1.0,0.5294,0.0,0.0
2024-02-16,59.7,59.9,59.44,59.5,734100,0.6871,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-02-19,59.7,60.1,59.3,59.9,1045300,0.6871,1.0,0.5917,1.0,0.5294,0.0,0.0
2024-02-20,59.83,60.7,59.37,60.63,1404300,0.6871,1.0,0.7222,1.0,0.5294,0.0,0.0
2024-02-21,60.9,60.9,60.1,60.56,1367400,0.6871,1.0,0.7222,0.0,0.5294,0.0,0.0
2024-02-22,60.17,60.43,59.44,59.44,1223900,0.6871,1.0,0.7222,0.0,0.5294,0.0,0.0
2024-02-23,59.44,60.7,59.04,59.04,1800900,0.6871,1.0,0.7333,0.0,0.5294,0.0,0.0
2024-02-26,59.04,59.77,59.04,59.44,722000,0.6871,1.0,0.7333,0.0,0.5294,0.0,0.0
2024-02-27,59.5,60.56,59.17,60.5,1604900,0.6871,1.0,0.7333,0.0,0.5294,0.0,0.0
2024-02-28,60.43,64.68,60.03,64.68,4219900,0.7443,0.9879,0.5556,0.0,0.5247,0.2,0.0
2024-02-29,65.41,66.74,64.62,64.62,1897000,0.7597,0.9319,0.5333,0.0,0.5247,0.2,0.0
2024-03-01,65.21,65.21,63.02,64.62,2379600,0.7597,0.9319,0.5333,0.0,0.5247,0.2,0.0
2024-03-04,65.08,65.08,63.49,63.75,1640400,0.7597,0.9319,0.5333,0.0,0.5247,0.2,0.0
2024-03-05,64.15,64.15,63.22,63.42,1364800,0.7597,0.9319,0.5333,0.0,0.5247,0.2,0.0
2024-03-06,63.42,64.28,63.15,63.49,2070600,0.7597,0.9319,0.5333,0.0,0.5247,0.2,0.0
2024-03-07,63.69,64.68,63.42,63.62,2362300,0.7597,0.9319,0.5333,0.0,0.5247,0.2,0.0
2024-03-08,63.69,64.08,63.15,63.15,2229600,0.6795,0.8979,0.3778,0.0,0.52,0.2,0.0
2024-03-11,63.15,63.75,62.49,62.49,1840000,0.6795,0.8979,0.3778,0.0,0.52,0.2,0.0
2024-03-12,62.49,63.02,62.42,62.69,1107000,0.6795,0.8979,0.3778,0.0,0.52,0.2,0.0
2024-03-13,63.02,64.08,62.62,63.75,3124500,0.2597,0.9182,0.3778,0.0,0.52,0.2,0.0
2024-03-14,63.75,63.82,62.82,63.09,2319300,0.2597,0.9182,0.3778,0.0,0.52,0.2,0.0
2024-03-15,63.09,63.09,62.36,62.42,2302500,0.2597,0.9182,0.3778,0.0,0.52,0.2,0.0
2024-03-18,62.62,62.76,61.43,61.76,1839300,0.2597,0.9182,0.3778,0.0,0.52,0.2,0.0
2024-03-19,61.43,62.09,61.43,61.43,868500,0.2597,0.9182,0.3778,0.0,0.52,0.2,0.0
2024-03-20,61.43,62.49,61.43,61.89,897700,0.2215,0.9182,0.3333,0.0,0.52,0.2,0.0
2024-03-21,62.42,63.42,62.42,63.22,1452700,0.2215,0.9182,0.3333,0.0,0.52,0.2,0.0
2024-03-22,63.22,64.28,63.22,64.02,1844100,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-03-25,63.09,64.35,62.49,63.55,1368800,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-03-26,63.75,64.15,63.62,63.95,735400,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-03-27,63.88,63.88,63.49,63.62,1046200,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-03-28,63.88,64.02,63.49,63.55,1232800,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-03-29,63.69,63.69,63.02,63.02,801200,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-01,63.02,63.75,62.89,63.22,1221000,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-02,63.15,63.22,62.36,62.76,969000,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-03,62.69,62.96,62.29,62.29,1321100,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-04,63.02,63.75,62.69,63.75,2022700,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-05,62.96,63.49,62.56,63.02,779200,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-08,63.02,63.29,62.56,63.02,864100,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-09,63.09,63.35,62.56,62.62,686800,0.3573,0.7504,0.5556,0.0,0.06,0.2,0.0
2024-04-10,62.62,62.82,62.49,62.76,737400,0.1901,0.6753,0.7333,0.0,-0.4,0.0,0.0
2024-04-11,62.42,62.82,62.09,62.42,778000,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-12,62.76,63.42,62.29,62.82,844800,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-15,62.82,64.08,61.1,61.1,1900300,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-16,62.29,62.29,60.1,60.43,1857700,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-17,60.56,61.16,59.44,60.1,1452600,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-19,59.77,60.37,59.57,60.1,1324800,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-22,60.1,60.7,59.9,60.17,999100,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-23,60.17,60.56,59.24,59.83,1562900,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-24,60.43,60.5,59.83,60.17,1925200,-0.1176,0.603,1.0,0.0,-0.4,0.0,0.0
2024-04-25,60.17,61.69,60.1,60.43,1235700,0.7647,0.2471,1.0,0.0,-0.4,0.6,1.0
2024-04-26,60.9,61.96,60.56,60.56,1698300,0.7647,0.2471,1.0,0.0,-0.4,0.6,1.0
2024-05-02,61.16,61.43,60.5,61.03,932400,0.7647,0.2471,1.0,0.0,-0.4,0.6,1.0
2024-05-03,61.36,62.03,60.96,61.43,1470700,0.7647,0.2471,1.0,0.0,-0.4,0.6,1.0
2024-05-06,61.69,61.96,61.56,61.76,1147200,0.7647,0.2471,1.0,0.0,-0.4,0.6,1.0
2024-05-07,62.03,62.49,61.69,61.69,1154200,0.7647,0.2471,1.0,0.0,-0.4,0.6,1.0
2024-05-08,61.56,61.89,61.16,61.76,1246000,0.7647,0.2471,1.0,0.0,-0.4,0.6,1.0
2024-05-09,61.69,62.03,61.29,61.43,606600,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-10,61.56,61.56,60.9,61.1,823400,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-13,61.16,61.36,60.1,60.43,1232600,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-14,60.5,60.83,60.1,60.17,818400,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-15,60.43,60.63,60.3,60.43,883100,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-16,61.1,61.56,60.76,61.49,1713900,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-17,61.49,61.49,60.9,60.96,1084700,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-20,61.29,61.76,60.96,61.03,1043800,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-21,61.03,61.1,60.23,60.5,1486400,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-22,60.76,60.9,60.23,60.23,1347700,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-23,60.23,60.76,60.1,60.43,1317500,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-24,60.43,60.43,59.77,59.9,2241500,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-27,60.03,60.17,59.57,59.9,1058500,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-28,59.63,60.23,59.63,60.23,1350100,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-29,60.3,60.43,59.63,59.63,1186300,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-30,59.44,59.57,58.77,58.84,2356000,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-05-31,58.9,59.1,57.91,57.91,3921500,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-06-03,58.44,59.3,58.44,58.57,2108600,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-06-04,59.04,59.24,58.64,58.9,1814600,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-06-05,58.9,59.44,58.84,58.97,1882800,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-06-06,59.04,59.57,58.97,59.1,1699700,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-06-07,59.17,59.57,58.77,58.77,1129500,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-06-10,59.04,59.24,58.37,58.44,2641600,0.0,0.0,1.0,0.0,0.0,0.6,1.0
2024-06-11,58.64,58.7,57.84,57.91,2252400,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-12,58.04,59.24,57.78,58.9,2249800,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-13,59.04,59.17,58.7,58.7,1600400,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-14,58.77,59.17,58.11,58.11,2482100,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-17,58.17,58.31,57.84,57.84,2293700,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-18,58.11,58.77,57.84,57.84,1370900,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-19,57.97,58.11,57.44,57.51,2174300,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-20,57.51,57.51,56.85,57.11,2648800,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-21,57.18,57.58,56.78,57.11,1808400,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-24,57.11,58.04,56.78,56.78,2149800,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-25,56.91,57.58,56.78,56.78,1565900,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-26,57.04,57.31,56.58,56.58,1706900,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-27,56.58,57.11,56.58,56.58,1423000,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-06-28,57.11,57.11,56.45,56.58,1112400,0.0,0.0,1.0,1.0,0.0,0.0,0.0
